text,sentiment,category
Indian shares advance on trade deal hopes,1,Business
An inflationary reversal gives emerging markets an edge over rich nations,0,Economy
"Mukesh Ambani Reliance may face CBI investigation | There may be a CBI investigation on Mukesh Ambani's Reliance: Patanjali's fraudulent Chyawanprash ad banned; Gold increased by ₹1,688 to ₹1. 24 lakhs happened",1,Business
"Inflation broke 10 year record: Prices skyrocketed in October, big relief to the common man. mehangai - 10 - saal - record - inflation - october - lowest - prices - india",0,Economy
"India Inflation Cools to New Low , Eases More Than Expected",0,Economy
India Retail Inflation Hits Record Low 0 . 25 % After GST Cuts,0,Economy
"Indian stocks rise, driven by hopes of a trade deal",1,Market
India CPI inflation declines to 0 . 25 per cent in October as GST rate cuts kick in,0,Economy
"Gold Today Rate , November 12 : Check 18 , 22 and 24 carat gold prices Chennai , Mumbai , Delhi , Kolkata and other cities",1,Business
"India GDP likely grew 7 . 2 % in Q2 ; consumption , private consumption key driver : Ind - Ra report",1,Business
Debt Funds back in focus as RBI signals growth support : Tata AMC Murthy Nagarajan,1,Policy
Stock Market: Investors are excited by hopes of a trade deal and interest rate cuts - markets are buoyed by hopes of a trade deal and interest rate cuts,1,Market
"Trump Defends Tariffs and Promises $2 , 000 Payments to Middle - and Lower - Income Americans",1,Business
Gold ETFs continue to attract steady investor interest in Oct : AMFI data,1,Business
Facts about Redenomination Failure in a Number of Countries,1,Business
"These are the 4 countries that failed to redenominate, namely Brazil and Zimbabwe",1,Business
How long can the Russian economy continue to fund the war in Ukraine?,1,Business
"Bihar needs result , respect , rise , not hollow rhetoric : Tejashwi",1,Business
"Express view on protest against pollution in New Delhi : When citizens demand clean air , can the government afford to turn a deaf ear ?",1,Business
"Share Market Rise: Due to these 5 reasons, stormy rise in the stock market, Sensex jumped by 600 points, Nifty crossed 25, 850.",1,Market
Indian rupee expected to trade in 88 . 5 ‑ 89 per dollar range till Nov end : Report,1,Business
"Sensex surges 500 points, crosses 84, 300 | Sensex up 500 points, 84, crosses 300: Nifty also up 150 points, buying in IT and banking stocks",1,Market
Financial breeze for the Russian currency: how will the economy react to a reduction in the key rate?,1,Business
Trump says Rep . Marjorie Taylor Greene has  lost her way  for criticizing his foreign policy focus - Las Vegas Sun News,1,Policy
6 killed in a stampede during military recruitment in Ghana,1,Business
"Christmas Rally 2025: Bitcoin or Gold, which will be the winner?",1,Business
"Dont Consider Gold , Silver As Asset Classes",1,Business
"Global central banks reach a crossroads, emerging market assets become more attractive",1,Market
"Gold prices hold firm above $4 , 100 as dollar weakens , safe haven demand stays strong ; what lies ahead",1,Business
"Stock Market Update: Market strengthened due to rise in IT shares, Sensex rose by more than 500 points; Nifty crosses 25850 - stock market live updates on 12 november 2025 sensex nifty latest trends top gainers top losers",1,Market
Trump pushes back against Marjorie Taylor Greene,1,Business
Trump says Marjorie Taylor Greene has  lost her way,1,Business
"Senex , Nifty End Higher On Fed Rate Cut Hopes",1,Business
"Sensex recovers 400 pts from day low , Nifty above 25 , 550 : 5 key reasons behind market rebound",1,Market
"ETMarkets Smart Talk| Markets in fair value zone ; time for singles , not boundaries : Manish Gunwani",1,Market
Gold: Look for a pullback today! _ CICC Online Finance Account,1,Business
"Petrol Diesel Price Today, 12 November 2025 : Check here Maharashtra India Petrol and Diesel Price in Marathi | Changes in petrol-diesel prices; Cheap or expensive in your city? Find out now...",1,Business
"Petrol Diesel Price Today, 10 November 2025 : Check here Maharashtra India Petrol and Diesel Price in Marathi | Petrol-Diesel price fluctuates again today; Know the new rates in your city",1,Business
Resilience or complacency ? Why terror isnt moving the market,1,Market
India Record - Low Retail Inflation - CPI Slows to 0 . 25 % in October 2025,0,Economy
"Fortuner For 1 . 49 Crore , Swift Costs 44 . 60 Lakh - Surprising Indian Car Prices In Pakistan",1,Business
"That India is gone : Middle class now lives on credit , not savings , says founder",1,Business
India in top ten countries affected by extreme weather in the last 30 years : report,1,Business
"If oil supply from Russia stops, will prices increase again? Experts tell what will happen next - if Russian oil supply halts will prices shoot up again expert Mohammed Imran explains what's next",1,Business
Agency agenda : Sir Martin Sorrell says  Data is not the enemy of creativity,1,Business
Trump says US faces  economic disaster  if Supreme Court rules against tariffs | World News,1,Business
Piyush Goyal slams  ridiculou rating norms that compare MSMEs with billion - dollar firms,1,Business
"Stock Market Sensex Nifty BSE NSE Updates | IT Banking Share Price | Sensex rises by 500 points, crosses 84, 300: Nifty is also trading up by 150 points, buying in IT and banking stocks",1,Market
"India records lowest retail inflation drop in October , GST rate cuts helped",0,Economy
"Gold Rate Rises Today , November 11 : Check 24 & 22 Carat Prices In Delhi , Mumbai , Other Cities",1,Business
"NPCIL Vacancy 2025: Recruitment of Deputy Manager and Hindi Translator in NPCIL, these 4 facilities will be available along with salary.",1,Business
Election in India : Marching Towards Egotropic Voting Behaviour,1,Business
"Symmetry , at what cost ? How India buyback tax tilts the scales",1,Business
tayyar. org - Trump warns: Losing the tariff issue could cause an economic disaster for America,1,Business
Gold price trend 12 Nov. '25 Sideway Up,1,Business
Trump says US faces  economic disaster  if Supreme Court rules against tariffs,1,Business
OnePlus 15 Price In India Leaked Ahead Of November 13 Launch,1,Business
Trump warns of  economic disaster  if Supreme Court overturns his tariff powers,1,Business
Extreme weather hits developing countries the hardest,1,Business
Zohran Mamdani v Communists of India,1,Business
From $64m to $2 . 2b : ChrysCapital journey mirrors India PE evolution,1,Business
"India inflation cools more than expected in October , boosting hopes for further rate cuts",0,Economy
Schneider Electric Infrastructure Ltd ( BOM : 534139 ) Q2 2026 Earnings Call Highlights : Strategic ...,1,Business
Investment Point - Nifty Future 25606 points important level | Investment Point - Nifty Future 25606 Point Important Level: Indian stock market is affected by turbulent rally in global markets as well.,1,Market
Bangladesh 13th in Long - Term Climate Risk Index,1,Business
Donald Trump: It would be an economic disaster,1,Business
"Big Bet : From FIIs to locals , everyone is banking on financial stocks as lenders escape direct hit from US tariffs",1,Market
Groww IPO to test India investor appetite after Lenskart muted debut,1,Business
Trump says US faces  economic disaster  if Supreme Court rules against tariffs - Economy,1,Business
"Retail inflation slips to 1 . 54 pc in September , lowest since June 2017 | Central India Premier English Daily",0,Economy
"JK Smart Tyres: Indian company launches the country's first embedded smart tyre, you will be stunned by its special features! | JK Tire launches India's first embedded Smart Tires",1,Business
《 國際經濟 》 施壓法官 ？ 川普談關稅 ： 退還2兆美元or普發2000美元 - 財經,1,Business
Bihar exit polls predict Mahagathbandhan defeat : Fresh jolt to INDIA bloc in heartland ?,1,Business
PhysicsWallah Prateek Maheshwari : Pricing is a choice not a strategy ; profitability coming very soon,1,Business
Gaganyaan : What is an Integrated Main Parachute Airdrop Test ?,0,Business
Markets stage strong recovery after volatile session ; Bajaj Finance tumbles 7 % on weak guidance,1,Market
"Editorial: Toll rates should be rationalized, NITI Aayog will prepare a blueprint for the new system - toll rates should be rationalized niti aayog will prepare a blueprint for the new system",1,Business
"Austria also affected – heat, storms, floods – new ranking of climate victims",1,Business
Jane ji drinking alcohol in zebra stripping style – DW – 12. 11. 2025,1,Business
"Retail inflation in India at lowest level in 13 years, sharp fall in food prices",0,Economy
Extreme weather hits developing countries the hardest (),1,Business
2026 a growth Budget for Sri Lanka ?,1,Business
Drug prices rise by 15% not 32% after government deregulation policy - Pakistan,1,Policy
Bank Indonesia Targets Bank Credit to Grow 12% by 2026,1,Finance
Gold Prices Strengthen for 4 Days Tuesday (12 / 11): Sluggish US Dollar & Fed Interest Rate Expectations,1,Business
Extreme weather hits developing countries the worst,1,Business
The main factors that will ensure the growth of the Russian economy are named,1,Business
"The Fed won't let go, OPEC+ dare not move, and crude oil can only breathe in the cracks? _ Futures Market News _ Futures _ CICC Online",1,Market
Dharmendra almost didnt play Veeru in blockbuster Sholay . Amitabh Bachchan was also not in the original casting . Who were the original heroes chosen ?,1,Business
"Investment Tips: Apart from fixed deposits, there are safe investment options in 2025, know which option is better.",1,Business
"Sensex surges for third day , Nifty near 25 , 900 ; midcap index hits record high on upbeat sentiment",1,Business
The Fed Is Increasingly Torn Over a December Rate Cut,1,Business
Markets watch : Asian stocks rise as US shutdown nears end ; oil prices stay under pressure,1,Market
Even a close associate spoiled the Kremlin's fairy tales - he said directly to the face what Russia is facing,1,Business
"Gold trading reminder: Weak U.S. data intensified economic concerns, and the price of gold soared nearly 3%, recovering 4100! Is the market outlook pointing to 5,000? - Futures Channel - Hexun.com",1,Market
Government warned not to  kill the goose that lays the golden egg  by increasing travel tax,1,Business
Silver Price Forecast : XAG / USD rises to near $51 . 00 due to Fed rate cut odds,1,Business
"China Green Tech Revolution : Transforming Global Climate Action , ETEnergyworld",1,Business
Extreme weather phenomena. Hundreds of thousands of victims – DW – 12. 11 . 2025,1,Business
"20 Countries Use US Dollars as Official Currency, There are 2 Arab Countries",1,Business
Jacob Wallenberg : Sweden may fall behind on AI,0,Business
who will become a millionaire 5108 payments social security 2025 - Prabhasakshi latest news in hindi,1,Business
Will tariffs affect your holiday shopping this year ?,1,Business
Philippines ranked 7th most affected country by extreme weather in 2024,1,Business
Climate Risk Index: Why Germany is at the top of the ranking,1,Business
"Gold trading reminder: Weak U.S. data intensified economic concerns, and the price of gold soared nearly 3%, recovering 4100! Is the market outlook pointing to 5,000? _ Gold Market Live _ Gold Network _ CICC Online",1,Market
B50 Biodiesel Mandate Has the Potential to Soar Global Palm Oil Prices,1,Business
"Sensex , Nifty Seen Higher At Open",1,Business
"Building Legacies , Empowering Investors : NJ Wealth Partners Setting New Benchmarks in Mutual Fund Distribution",1,Business
A flood of green tech from China is upending global climate politics,1,Business
Trump responds to former MAGA ally Marjorie Taylor Greene gripes on prices and his world focus :  Lost her way,1,Business
"PG Sees North America Slowdown , China Rebound : Can It Realign Growth ?",1,Business
"Nifty stages triple - digit jump , Sensex opens gap - up on trade deal hopes , likely NDA win in Bihar",1,Business
"Gold tests $4 , 200 amid weak Dollar and yields before US shutdown vote",1,Business
"S & P 500 Headed To 9 , 000 By 2030 – But The Real Boom Is Overseas - Vanguard S & P 500 ETF ( ARCA : VOO ), iShares MSCI Emerging Index Fund ( ARCA : EEM )",1,Business
"Divya Bhaskar Morning News Brief Exit polls show NDA government in Bihar | Morning News Brief: Alert in 11 states after blast in Delhi, high alert in Pakistan; NDA government in Bihar in exit polls, gold up ₹4,029 - Gujarat News",1,Business
Trump Sanctions on Russia Rosneft and Lukoil Are Proving Effective,1,Business
Wallenberg: AI - development is slowed down by cauldrons and life jackets,1,Business
Trump warned that the US will face an economic disaster if the Supreme Court overturns the tariffs he introduced - EkipNews. com,1,Business
What are the consequences for Trump of the election of a Muslim socialist as the mayor of New York,1,Business
Goldman Sachs Sounds Caution : Brace for Slower Stock Market Growth in the Next Decade,1,Market
[Global Market Report November 11],1,Market
"Gold holds near $4 , 110 as markets await House vote on US funding bill",1,Market
Gold price prediction : Why are gold prices rallying again and what the outlook ? Top levels investors should watch out for,1,Business
Jungle Raj part 2 wont come : BJP Shahnawaz Hussain exudes confidence in NDA win,1,Business
The 500 % market mystery : Is another wave of mergers fuelling the PSU bank stock rally ?,1,Market
"Make an investment, don’t be a scared bird",1,Business
Tata Motors is the worst - performing PV stock this year . Is it also the most undervalued to buy ?,1,Market
An Open Letter To Indians And Liberals ...,1,Business
"UP New Rule: Big decision of CM Yogi Adityanath, Vande Mataram will be mandatory in UP schools",1,Business
How much will Trump tariff dividend cost the US government ? Hint : It is double the tariff revenue generated,1,Business
"Wallenberg: SEK 100,000 more per family – or stagnation",1,Business
"Morning Post丨The U.S. government is expected to end the shutdown, boosting risk appetite, technology and Chinese stocks generally rose, and storage leaders all reached new highs; the Fed's eagles and doves flew together, and Milan once again called for a sharp interest rate cut in December; Trump said he would try to slightly reduce Swiss tariffs and is close to reaching an agreement to reduce Indian tariffs_Oriental Fortune Network",1,Market
"Sensex gains 336 points , Nifty 50 ends at 25 , 695 10 key highlights from the Indian stock market today",1,Market
"Korea Institute for Foreign Affairs, next year's global economic growth rate 2. 9 % →3 . 0%… Tariff risk from the U.S. is the most dangerous",1,Business
Gaganyaan mission : ISRO conducts important test on main parachutes,1,Business
Precious Metals Stage Relief Rally : Technical Analysis Points to Soaring Prices from Oversold Levels,1,Business
"Gold Price Forecast : XAU / USD extends upside to near $4 , 150 as ADP report shows US job losses",0,Business
"Gold Price Forecast : XAU / USD holds positive ground above $4 , 100 as Fed rate cut expectations rise",1,Business
Gold Shines Bright as Federal Reserve Navigates Data Delays Amidst Anticipated Rate Cuts,1,Business
APAC stocks subdued following recent gains ; European equity futures marginally higher - Newsquawk European Opening News,1,Market
Four hypotheses about gold prices,1,Business
9 Gemstones That Are Rising In Investment Value In 2025,1,Business
President Trump Criticizes Congresswoman Greene on Focus | Georgia,1,Business
Will Korea's growth rate approach 2% next year? US tariffs and global economy are variables,1,Business
Trump's big statement on foreign students in the US amid visa crackdown: I don't want them but if we cut ...,1,Business
東協財經 ／ 2025年11月12日東協快訊 | 產經,1,Business
【 名家專欄 】 川普執政前9個月的政績 | 能源價格 | 經濟,1,Business
The spot premium in the U.S. market soared nearly 300%! Are aluminum varieties overvalued? _ Oriental Fortune Network,1,Market
Gold steady as markets balance Fed rate cut hopes with easing US shutdown risk,1,Market
Lokshiwar: Financial Crisis of Sugar Industry,0,Business
The spot premium in the U.S. market soared nearly 300%! Is this variety overvalued?,1,Market
"What learnings from history can guide Thangamayil share price future ? | Odisha Diary , Latest Odisha News , Breaking News Odisha",1,Business
NORTH AMERICAN MANUFACTURERS CUT ORDERS AS GLOBAL SUPPLY CHAINS REMAIN UNDERUTILIZED IN OCTOBER : GEP GLOBAL SUPPLY CHAIN VOLATILITY INDEX,1,Business
investingLive Americas FX news wrap 10 Nov : US stock surge on optimism of a shutdown deal,1,Market
"New York Mayor Vs Billionaire; Zohran Mamdani | Barry Sternlicht | American billionaire said - New York will become like Mumbai: Expressed concern over Mamdani's victory, said - the city will become worse due to his decision.",1,Business
The 1930 gold trade is back,1,Business
Asian Traders Tread Cautiously as  Data Void  Clouds US Economic Outlook,1,Business
Bitcoin enters new phase of volatility! December carnival mode locked? _ Sina Finance _ Sina.com,1,Business
"Indian Markets Extend Winning Streak for Third Straight Session on IT , Pharma , Auto Gains",1,Market
"FTSE 100 Live : Blue - chips slam brakes , SSE and Avon lead charge",1,Business
"Gold consolidates near three - week high amid Fed rate cut bets , risk - on mood",1,Business
Ceragon ( CRNT ) Q3 2025 Earnings Call Transcript,1,Business
Bel20 opens around record levels,1,Business
"November 12th Financial Breakfast: The market focuses on the restart of US economic data, gold prices hit a three-week high, pointing to 4150, crude oil geopolitical premium heats up _ Forex Market Observation _ Foreign Exchange _ CICC Online",1,Market
Index-based bullishness continues in Indian stock market,1,Market
Gold steadies near three - week high ahead of US House vote,1,Business
Gold climbs past two - week high amid Fed rate cut bets,1,Business
FX Outlook 2026 : Our Main Calls | Investing . com,1,Business
"Financial Evening News AI Express: List of today’s financial hot spots | November 11, 2025",1,Business
newratings . de,1,Business
"CNBC Global Leadership Summit celebrated  The India Advantage , bringing together influential voices",1,Business
Golden opportunity: due to which Russia was able to compensate for almost 60% of assets frozen in the West,1,Business
"Inflation is close to zero in India, 8 percent in Bangladesh",0,Economy
"India's Inflation Declines Sharply, Opening Opportunities for Lower Interest Rates",0,Economy
"Indian inflation fell to its lowest in October, expected to encourage the central bank to cut interest rates next month.",0,Economy
Impact of GST Rationalisation : Inflation at Record Low of 0 . 25 % amid Cooling Food Prices,0,Economy
Inflation hits decade low of 0 . 25 % in October ; rate cut hopes rise ahead of RBI December MPC meet,1,Economy
"Mint Quick Edit | With inflation at a record low , RBI may finally have space to cut rates and boost private investment",0,Economy
Moody Ratings sees India economy powering ahead at 6 . 5 % through 2027,1,Business
IHSG Will Continue Strengthening? Check out today's stock recommendations,1,Market
"RBI has room to cut rates , cant predict timing : Economists",1,Policy
"Today Gold , Silver Rate November 13 : Check 18 , 22 , 24 carat Gold prices in Chennai , Mumbai , Delhi , Kolkata",1,Business
"Indian CPI shrinks to record low +0.25% in October, interest rate cut in December",1,Economy
"Indian Economy Growth: Neither by tariffs, nor by world turmoil... Now nothing will stop India's growth, even G-20 countries will be left behind.",1,Business
"India to grow at 7 % in 2025 : Moody credits infra spending , household savings",1,Business
"Infra spending , consumption to drive India 6 . 5 % growth till 2027 : Moody",1,Business
"Sensex gains 550 pts from day low , Nifty above 25 , 950 : 5 key reasons behind market rise",1,Market
"Singapore Airlines second-quarter net profit plunges 82%, dragged down by losses from affiliate Air India",0,Business
Indian mutual funds pivot to ultra - short debt as rate outlook clouds bets,1,Business
Indian stock indices expected to rise thanks to falling inflation and global optimism,1,Economy
"Lower taxes spur buying , but jobs and incomes will have to grow",1,Business
RBI repo rate cut hopes rise as retail inflation hits record low . But will the central bank blink ?,1,Economy
1 more repo rate cut by RBI likely in MPC review in December : Economists,1,Policy
One More Repo Rate Cut Expected By RBI In Upcoming Monetary Policy Committee Review As Inflation Ease : Economists,0,Economy
"Business Brief November 13, 2025 | Retail inflation lowest in 14 years: Apple introduced iPhone Pocket for ₹ 13,300, tax collection increased by 7% but refunds 17%. decreased by 7%",1,Economy
"Nifty opens on a tepid note , Sensex snaps 3 - day rally amid caution as IT stocks drag",1,Market
Medical costs across APAC projected to increase by 14 % in 2026,1,Business
"Nifty fails to sustain gains , Sensex ends flat on weekly expiry as investors turn cautious",1,Business
"Inflation in India has updated its anti-record, 36 times lower than in Ukraine",0,Economy
"Inflation hits record low in October , but household costs tell a mixed story",0,Economy
India is the fastest growing economy in the G-20 India fastest growing economy in G-20: 6 in economy by 2027. Moody's forecasts 5% growth; US tariffs have no effect,1,Business
SBI economist believe December rate cut is a close call and not a given,1,Business
"India's GDP will grow at a rate of 7 percent in 2025, Moody's estimates - moodys estimates that India's GDP will grow at a rate of 7 percent in year 2025",1,Business
Dow Jones Top Markets Headlines at 9 PM ET : House Votes to End Record - Long Government Shutdown | White ...,1,Market
Festive season data lifts India economic outlook despite tariff pressures : Report,1,Business
Singapore Airlines Q2 profit plunges 82 % as Air India losses weigh on earnings,0,Business
The ₹50 LPA trap : Advisors explains why high salaries in India dont feel rich,1,Business
"An upended market is ending the era of long - serving consumer , retail CEOs in India",1,Market
Economists Forecast RBI December MPC Repo Rate Cut,1,Policy
Indian mutual funds favor very short-term debt amid rate uncertainty,1,Business
"Top Gainers & Losers on Nov 13 : Ashok Leyland , Asian Paints , Hindustan Zinc , Hindalco Industries among top gainers",1,Business
Markets open flat as investors await fresh triggers ; IT sector shines,1,Market
Fluctuations in gold prices will be good for the stock market,1,Market
"Top gainers and losers today on NSE , BSE 13th Nov : Markets pause after roller - coaster ride , Sensex , Nifty end flat ahead of Bihar polls outcome",1,Market
"Nifty , Sensex may open muted after three sessions of gains ; key levels to watch on November 13",1,Business
Mete Yolaş Wrote: Who is Responsible for the Exorbitant Prices of Food? | Mete Yolış,1,Policy
India to stay fastest - growing major economy despite US tariff hikes : Moody,1,Business
"Stock Market LIVE Updates : Nifty around 25 , 900 , Sensex flat ; Tata Steel , Inox Wind , SpiceJet , Nazara Tech in focus",1,Market
"Petrol Diesel Price Today, 13 November 2025 : Check here Maharashtra India Petrol and Diesel Price in Marathi | Will the daily expenses increase or decrease? Petrol-Diesel prices changed, know the rates in your cities",1,Business
"Economists doubt Trump $2 , 000 tariff check plan",1,Business
Rupee falls 6 paise to close at 88 . 68 against U . S . dollar,1,Business
Ahead of Market : 10 things that will decide stock market action on Friday,1,Market
"Market trend: After three consecutive days of growth, Nifty-Sensex can make a sluggish start today, keep an eye on these important levels.",1,Market
"Sensex , Nifty open marginally lower amid mixed global cues",1,Business
Stock markets stay flat amid highly volatile session,1,Market
Jockey India licensee Page Industrie Q2 FY26 profit drops marginally on subdued demand,0,Business
"Global cues lift markets ; Sensex surges , Nifty close to 26kThe Shillong Times",1,Market
Asian shares retreat amid rotation from the technology sector,1,Business
"Trading Day : Tech , the lone cloud on sunny Wall Street",1,Business
"Haldiram Eyes US Expansion with Jimmy John Franchise Deal , ETRetail",1,Business
"US stocks finished mixed ahead of the government funding bill vote at the House , while oil slipped on oversupply concerns - Newsquawk Asia - Pac Market Open",1,Market
"JCI Opened Morning Stronger, Reaching Level 8. 412",1,Business
"Gold extends upside to near $4 , 200 amid Fed rate cut hopes",1,Business
"Retail inflation lowest in 14 years - Naya India - Hindi News, Latest Hindi News, Breaking News, Hindi Samachar",0,Economy
"Stock market today : Gift Nifty down 33 points ; Key levels for Nifty , Sensex & Nifty Bank",1,Market
"Trading Ideas: Work in the market considering the risk-reward, 25, 750-25, 800 will be the best zone for fresh entry.",1,Market
Zhang Liang’s golden tip: 4200 is not the end! Where can I get on the bus again? _ CICC Online Finance Account,1,Business
India to Remain Fastest Growing G20 Economy Despite Tariffs,1,Business
India stock benchmarks flat after three sessions of gains,1,Market
One cent is officially out of history! The director shot the last one with his own hands,1,Business
The $270 billion under the mattress cannot be moved?,1,Business
Hiring gets back its mojo as India job index rises to 53 . 8 in 2025,1,Business
Risk - reward looks better outside IPOs : Anand Shah on staying selective,1,Business
The price of 21 karat now.. Today’s gold prices in goldsmiths’ stores,1,Business
Daily Voice : What are the implications if Supreme Court rules against Trump tariffs ? This CEO explains,1,Business
Zhang Liang’s golden tip: 4200 is not the end! Where can I get on the bus again? _ Experts’ Midas Touch _ Gold Network _ CICC Online,1,Business
Indian equity indices close flat amid profit booking ahead of Bihar poll results,1,Business
Accuracy: The global cost of living index and the comparison of Greece with the rest of the world,1,Business
"Markets Close Flat As Profit Booking Caps Gains ; Sensex Ends At 84 , 478 , Nifty At 25 , 879 Ahead Of Bihar Results",1,Market
"Silver back on the hunt for records, gold back over 4. $200 per ounce",1,Business
Minister Bolat met with students and academicians at the International University of Sarajevo. Statement,1,Business
"Prime Minister Narendra Modi's leadership has once again been sealed. India's economy is top in the world, the economy is the fastest 6. 5% to grow at a faster pace - Moody's reports",1,Business
"Stock market today : Trade setup for Nifty 50 , India - US trade talks , Cabinet decisions to gold prices - 8 stocks to buy",1,Market
Apple and ISSEY MIYAKE unveil  iPhone Pocket : A phone case you can wear !,1,Business
"UAE defies oil slump with strong growth , expanding global influence",1,Business
Gold vs . Bitcoin : Why the Safe - Haven Debate Is Shifting in 2025,1,Business
PTA fluctuates within a narrow range_Oriental Fortune Network,1,Business
"Divya Bhaskar Morning News Brief Prime Minister Modi meets Delhi blast victims | Morning News Brief: Delhi Blast - Govt considers terrorist incident; Kangana will be charged with sedition, 3 dead, 24 injured in factory boiler explosion near Bharuch - Gujarat News",1,Business
"Czechs don't ask for more money at work, the survey found",1,Business
Asian shares are mixed after Wall Street drifted around its records,1,Business
India among top 10 countries affected by climate change,1,Business
Asian shares mostly higher after Trump signs bill ending U . S . government shutdown,1,Business
"Silver prices soar, why? What’s next?",1,Business
Asian shares are mostly higher after Trump signs bill ending US government shutdown,1,Business
Asian shares are mixed after Wall Street drifted around its records – Winnipeg Free Press,1,Business
Indian Markets End Flat as Investors Book Profits Ahead of Bihar Election Results,1,Market
When will 400 trillion come? What is waiting for us?,1,Business
Premarket : World stocks rise after Trump signs bill ending U . S . government shutdown,1,Market
不是只有稀土 ！ 中國手上還有三張王牌掐住全球供應鏈 ， 美國也要看他臉色 | 金牛幫幫忙 | 財經,1,Business
World shares are mostly higher after Trump signs bill ending US government shutdown,1,Business
From gullaks to growth : why India saving habits need a reality check,1,Business
"Volatility rules Indian stocks on Thursday , closed flat on profit booking",1,Market
"[ Longform ] The world welcomes the wave of solar power, the US is still hesitant",1,Business
Traders bet on rate cuts to support  weakening  economy,1,Business
"Silver price sets new record again, investors should not chase higher prices",1,Business
"India can surprise on the upside in 2025 – 26 if exports revive , inflation stays low : Christian de Guzman , Moody",1,Economy
"Wholesale Price Inflation Falls To 27 - Month Low Of - 1 . 21 % In October , Led By Sharp Deflation In Pulses & Vegetables",0,Economy
"Wholesale inflation rose by 1.0 in October. 21% decline, at 27 month low - wholesale inflation fell 1 21 in October hitting a 27 month low",0,Economy
WPI slide : Inflation falls to - 1 . 21 % in October ; food prices see steep deflation,0,Economy
WPI inflation to remain range - bound in near term : Analysts,0,Economy
WPI inflation slips to - 1 . 21 % in Oct on fall in food prices,0,Economy
Centre asks insurance firms to speed up settlement of health claims,1,Business
"Centre Pushes Insurers For Faster Claim Processing , Better Hospital Support",1,Business
Dish TV's Q2 net loss is Rs. 132 . Increase to 65 crores!,1,Business
"Infosys , Tech Mahindra , HCL Tech : IT stocks lead losers on Dalal Street today , here why",1,Market
"Big impact of GST cut, WPI fell to minus",1,Business
"Disney takes significant India write - downs on JioStar , Tata Play",1,Business
Nifty today : GIFT Nifty down 90 points ; here the trading setup for today session,1,Business
"Top news of the day November 14 , 2025",1,Business
"Amid sharp fall in food costs , wholesale prices slip into deflation , again",1,Business
"Marico Reports Lower - than - Expected Profit Amid Rising Raw Material Costs , ETRetail",1,Business
Panic or cheer ? Three possible Nifty reactions on volatile Bihar election results day,1,Business
"Petrol Diesel Price Today, 14 November 2025 : Check here Maharashtra India Petrol and Diesel Price in Marathi | Petrol is cheap in some places, expensive in some places; See today's prices in your cities",1,Business
SIA shares fall on net profit drop ; analysts expect Air India losses to continue,0,Business
"Sensex News Today : Sensex falls 400 pts , Nifty below 25 , 800 : Here why markets are in red despite likely NDA sweep in Bihar",0,Market
"Cop 30 Brazil News, Global warming wreaks havoc from India to Indonesia, plea for saving in Belem COP30, will there be a way out of the Amazon forest? - cop 30 brazil news global warming havoc from india to indonesia calls for rescue at belem cop30 amazon rai...",1,Business
Renewable energy financing sees a boost with outstanding loans up 2x y - o - y as of September,1,Finance
"Bihar elections prove Modi popularity in Hindi heartland , send global message – Firstpost",1,Business
European stock markets under pressure at the end of the week,1,Market
"Moody's India GDP Growth Forecast; A report showing a mirror to Donald Trump, Modi finally showed America what a new India can do",1,Business
"WPI inflation falls to 27 - month low of (-) 1 . 21 % in Oct on GST cut , favourable base",0,Economy
India WPI Deflation Continues Fourth Month October 2025,1,Business
Indias economy to grow by 7 % in 2025 Moodys,1,Business
Tata Motors PV slips into a loss in Q2 as JLR woes mount,0,Business
India Inc signals turnaround with strong Q2 sales,1,Business
India wholesale inflation dips to - 1 . 21 pct in October,0,Economy
India Wholesale Prices Fall 1 . 21 % In October,0,Business
"De De Pyaar De 2 Opening Day Box Office : Ajay Devgn rom - com takes a low start , collects Rs 8 crore on first day",1,Business
"Marico Q2FY26 ad spends up 19 % to Rs 345 crore , revenue growth by 31 %",1,Business
Moneycontrol Pro Panorama | An advent calendar for markets,1,Market
Asian stock markets remain negative,1,Market
"Govt asks insurers to cut claim turnaround time , ensure top - class service to policyholders",1,Policy
Who Is John Furner ? Everything We Know About Walmart New CEO As Doug McMillon Announces Exit,1,Business
MAGA is turning against Trump and it's not because of Jeffrey Epstein,1,Business
"Asian shares fall , tracking Wall Street tumble on worries about AI stocks and interest rates",0,Market
"Asian shares fall , tracking Wall Street tumble on worries about AI stocks and interest rates | The Asahi Shimbun : Breaking News , Japan News and Analysis",0,Market
India Inc earnings comeback ! 108 companies double profit . Time to reshuffle your stock portfolio ?,1,Market
"Palm Oil Becomes RI's Eternal Mainstay: Airlangga Explains Trade Surplus, B50 Target, and Clean Energy Acceleration",1,Business
"Sensex rises 1 , 346 pts this week , Nifty above 25 , 900 as NDA leads in Bihar ; what next ?",1,Business
Diesel Spreads Hit Near Two - Year Peak After India Cuts Russian Crude Purchases,1,Business
Gold slips from three - week highs as Dollar firms and Fed caution weighs,1,Business
US stocks are heading for their 2nd big loss in a row,0,Market
Special Explainer: Global instability Bihar election neutral in the market!  The possibility of growth in the stock market in the last session due to these six reasons? What is expected to be done? Read on,1,Market
Singapore Airlines profit drop deepens on Air India losses,0,Business
The great trade freeze : What behind Afghanistan shock break with Pakistan ?,1,Business
"Bitcoin price fell below $100,000 - Institutional selling moved the market",1,Market
